user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
1908,Nigeria,41,36,30,low,educate children
1909,Uganda,200,105,141,low,educate children
1910,Uganda,54,44,22,low,start a small business
1911,Nigeria,72,49,50,low,save for emergencies
1912,Uganda,175,145,57,medium,start a small business
1913,Nigeria,208,159,75,low,buy land
1914,Kenya,189,102,126,medium,educate children
1915,Ghana,249,220,32,high,save for emergencies
1916,Kenya,278,236,89,high,buy land
1917,South Africa,35,32,26,medium,invest in farming
1918,South Africa,123,105,30,medium,save for emergencies
1919,Uganda,226,137,108,low,save for emergencies
1920,Ghana,147,138,18,low,save for emergencies
1921,South Africa,204,164,51,high,start a small business
1922,Kenya,143,117,36,high,invest in farming
1923,South Africa,176,122,92,low,save for emergencies
1924,Ghana,55,40,28,low,start a small business
1925,Kenya,74,60,54,high,invest in farming
1926,Nigeria,222,161,103,high,invest in farming
1927,Ghana,243,143,118,high,educate children
1928,South Africa,105,79,53,high,buy land
1929,Nigeria,216,140,94,high,educate children
1930,Nigeria,57,47,58,low,invest in farming
1931,Uganda,66,58,42,high,educate children
1932,Uganda,127,97,69,medium,buy land
1933,Nigeria,109,91,30,high,invest in farming
1934,South Africa,155,130,46,high,invest in farming
1935,Ghana,45,37,42,medium,buy land
1936,Ghana,202,146,63,low,buy land
1937,Kenya,265,186,100,low,buy land
1938,Nigeria,114,82,71,low,buy land
1939,Kenya,114,81,73,low,start a small business
1940,South Africa,94,52,64,low,save for emergencies
1941,South Africa,144,135,31,high,buy land
1942,South Africa,187,169,60,low,educate children
1943,Ghana,175,165,42,medium,invest in farming
1944,Uganda,132,88,70,high,educate children
1945,Nigeria,117,108,55,high,educate children
1946,Uganda,197,148,90,low,educate children
1947,Uganda,164,131,80,low,educate children
1948,Nigeria,163,89,118,high,start a small business
1949,Nigeria,50,32,65,high,start a small business
1950,Nigeria,106,75,50,medium,educate children
1951,Uganda,130,118,39,low,buy land
1952,Kenya,57,36,22,low,start a small business
1953,Uganda,54,44,50,low,start a small business
1954,South Africa,163,118,50,medium,save for emergencies
1955,Ghana,104,65,40,medium,educate children
1956,Nigeria,197,100,131,high,start a small business
1957,South Africa,254,150,122,high,start a small business
1958,Ghana,175,150,73,medium,invest in farming
1959,Ghana,266,167,99,medium,save for emergencies
1960,Nigeria,182,135,95,low,save for emergencies
1961,Kenya,155,92,96,medium,educate children
1962,Nigeria,250,143,129,low,save for emergencies
1963,Uganda,240,144,111,medium,educate children
1964,South Africa,211,177,34,low,educate children
1965,Kenya,71,53,50,low,start a small business
1966,Ghana,265,235,47,low,save for emergencies
1967,Kenya,63,55,52,medium,start a small business
1968,South Africa,163,101,67,high,educate children
1969,South Africa,77,68,50,high,buy land
1970,Kenya,39,36,26,high,buy land
1971,Uganda,273,208,95,low,save for emergencies
1972,South Africa,44,25,58,high,start a small business
1973,Nigeria,38,31,15,medium,invest in farming
1974,South Africa,183,94,105,high,start a small business
1975,Kenya,172,137,39,medium,educate children
1976,Uganda,276,142,153,medium,educate children
1977,Ghana,108,71,83,high,invest in farming
1978,Uganda,287,235,64,medium,invest in farming
1979,Kenya,289,252,46,high,invest in farming
1980,Ghana,218,203,55,medium,save for emergencies
1981,Kenya,37,20,64,low,invest in farming
1982,Nigeria,220,118,131,low,educate children
1983,Uganda,146,83,97,low,save for emergencies
1984,Kenya,193,108,96,medium,invest in farming
1985,South Africa,66,42,32,medium,educate children
1986,Kenya,228,115,135,medium,educate children
1987,Ghana,132,105,65,high,save for emergencies
1988,Uganda,180,118,75,high,buy land
1989,Nigeria,208,172,66,high,invest in farming
1990,South Africa,118,89,78,medium,start a small business
1991,Ghana,265,186,95,low,buy land
1992,South Africa,159,103,68,high,educate children
1993,Nigeria,151,141,44,high,start a small business
1994,Uganda,111,65,65,medium,save for emergencies
1995,Ghana,221,178,61,medium,buy land
1996,South Africa,243,179,82,medium,invest in farming
1997,South Africa,173,153,34,medium,start a small business
1998,Ghana,246,230,50,medium,educate children
1999,Nigeria,212,119,141,high,buy land
2000,South Africa,129,70,88,medium,educate children
2001,Nigeria,173,136,44,low,educate children
2002,Nigeria,239,210,44,medium,educate children
2003,Uganda,112,97,31,high,save for emergencies
2004,Uganda,220,154,78,low,buy land
2005,Uganda,36,28,17,medium,save for emergencies
2006,Uganda,63,34,53,low,buy land
2007,Ghana,35,24,28,medium,save for emergencies
2008,Nigeria,244,127,145,high,start a small business
2009,Ghana,155,101,70,high,buy land
2010,South Africa,203,124,89,low,buy land
2011,Uganda,55,45,43,high,start a small business
2012,Ghana,104,89,28,low,invest in farming
2013,Kenya,119,106,33,medium,save for emergencies
2014,Ghana,83,70,20,high,invest in farming
2015,South Africa,208,123,132,low,educate children
2016,Ghana,253,211,48,low,save for emergencies
2017,Uganda,138,69,97,high,invest in farming
2018,Nigeria,220,181,42,high,save for emergencies
2019,Uganda,64,58,8,medium,save for emergencies
2020,Nigeria,275,245,69,high,save for emergencies
2021,South Africa,36,28,8,low,start a small business
2022,Uganda,248,203,82,low,invest in farming
2023,Uganda,201,186,55,low,save for emergencies
2024,Uganda,152,117,67,medium,start a small business
2025,Uganda,207,165,77,low,buy land
2026,Kenya,194,155,55,medium,educate children
2027,South Africa,256,175,85,low,start a small business
2028,South Africa,77,69,10,low,start a small business
2029,Ghana,204,163,75,medium,invest in farming
2030,Uganda,145,85,107,low,educate children
2031,South Africa,282,201,111,high,educate children
2032,Nigeria,124,78,69,low,start a small business
2033,Nigeria,145,94,68,low,start a small business
2034,Nigeria,79,52,76,high,buy land
2035,Nigeria,108,59,75,medium,start a small business
2036,Kenya,79,74,12,low,start a small business
2037,Nigeria,108,56,98,medium,invest in farming
2038,Ghana,218,140,107,high,educate children
2039,Ghana,270,147,123,medium,invest in farming
2040,Ghana,63,45,61,medium,save for emergencies
2041,Uganda,127,80,53,medium,save for emergencies
2042,Kenya,221,134,124,low,educate children
2043,Nigeria,43,28,41,medium,buy land
2044,Nigeria,238,219,32,low,save for emergencies
2045,Ghana,118,88,58,high,save for emergencies
2046,Nigeria,114,78,70,low,save for emergencies
2047,South Africa,151,117,50,medium,start a small business
2048,Nigeria,159,82,97,low,educate children
2049,Uganda,110,93,41,medium,buy land
2050,Nigeria,98,68,45,high,educate children
2051,Nigeria,134,103,70,medium,invest in farming
2052,Ghana,230,183,88,low,save for emergencies
2053,Nigeria,214,172,50,medium,buy land
2054,Ghana,129,85,65,medium,educate children
2055,South Africa,191,149,70,medium,save for emergencies
2056,Uganda,280,249,63,low,start a small business
2057,Nigeria,47,29,18,high,buy land
2058,South Africa,126,63,86,low,start a small business
2059,Nigeria,161,83,95,high,start a small business
2060,Uganda,200,158,73,medium,educate children
2061,Ghana,190,122,109,low,buy land
2062,South Africa,134,121,48,medium,start a small business
2063,Ghana,217,177,55,high,start a small business
2064,Ghana,116,107,50,high,save for emergencies
2065,Nigeria,85,54,48,medium,educate children
2066,South Africa,211,181,78,medium,invest in farming
2067,Kenya,258,171,125,medium,educate children
2068,South Africa,218,150,84,medium,invest in farming
2069,Kenya,108,71,59,high,educate children
2070,South Africa,211,134,110,medium,save for emergencies
2071,Ghana,225,178,53,medium,save for emergencies
2072,Ghana,277,155,163,medium,invest in farming
2073,South Africa,292,185,112,low,educate children
2074,South Africa,222,178,89,high,educate children
2075,Kenya,81,68,33,high,invest in farming
2076,Uganda,38,33,16,low,buy land
2077,Nigeria,213,156,62,high,invest in farming
2078,Nigeria,157,97,83,low,buy land
2079,Nigeria,94,70,70,medium,buy land
2080,South Africa,112,77,69,medium,buy land
2081,Kenya,91,74,45,medium,start a small business
2082,Kenya,51,35,35,medium,invest in farming
2083,Ghana,155,105,90,low,invest in farming
2084,Kenya,71,36,35,low,educate children
2085,Nigeria,60,45,32,high,buy land
2086,Ghana,276,259,33,low,educate children
2087,Uganda,236,173,84,medium,start a small business
2088,Ghana,85,60,68,low,educate children
2089,Ghana,143,131,12,low,educate children
2090,Uganda,227,149,78,high,educate children
2091,Ghana,208,104,130,medium,educate children
2092,Kenya,45,33,51,low,save for emergencies
2093,South Africa,55,42,40,low,save for emergencies
2094,South Africa,94,82,21,low,start a small business
2095,South Africa,221,152,85,low,educate children
2096,Ghana,216,130,92,medium,save for emergencies
2097,Ghana,210,175,78,low,buy land
2098,Uganda,191,140,95,medium,educate children
2099,Ghana,235,194,56,high,buy land
2100,Kenya,125,80,46,medium,save for emergencies
2101,Ghana,39,36,19,low,buy land
2102,Kenya,169,153,37,high,invest in farming
2103,Kenya,158,132,72,low,educate children
2104,Ghana,87,48,57,medium,buy land
2105,Nigeria,74,69,27,medium,save for emergencies
2106,Ghana,52,38,20,low,educate children
2107,Kenya,73,62,36,medium,buy land
2108,Ghana,126,77,84,medium,educate children
2109,Nigeria,138,123,41,high,invest in farming
2110,Uganda,214,175,40,high,start a small business
2111,Ghana,84,74,25,low,buy land
2112,Nigeria,116,95,36,medium,buy land
2113,Nigeria,183,125,72,medium,save for emergencies
2114,Uganda,96,70,54,medium,save for emergencies
2115,Kenya,63,31,72,high,invest in farming
2116,Uganda,198,121,83,low,buy land
2117,Uganda,32,25,38,low,educate children
2118,South Africa,111,97,20,low,invest in farming
2119,Nigeria,134,67,80,low,buy land
2120,Ghana,209,109,138,low,buy land
2121,Kenya,39,25,39,high,save for emergencies
2122,Ghana,255,156,134,high,save for emergencies
2123,Nigeria,155,136,35,high,educate children
2124,Uganda,126,72,100,high,invest in farming
2125,Ghana,199,149,61,medium,start a small business
2126,Uganda,85,57,68,low,buy land
2127,Ghana,61,44,43,low,educate children
2128,Ghana,238,182,101,high,invest in farming
2129,South Africa,216,165,52,low,start a small business
2130,Uganda,156,113,92,high,invest in farming
2131,Kenya,228,126,116,low,save for emergencies
2132,South Africa,118,81,58,medium,buy land
2133,Nigeria,232,189,67,medium,invest in farming
2134,South Africa,130,112,60,high,save for emergencies
2135,South Africa,146,110,76,high,invest in farming
2136,Uganda,149,90,82,low,start a small business
2137,Uganda,258,185,74,high,buy land
2138,South Africa,166,150,32,high,start a small business
2139,Kenya,146,122,71,low,invest in farming
2140,Ghana,123,100,33,high,start a small business
2141,Ghana,178,106,100,high,save for emergencies
2142,South Africa,181,163,62,medium,save for emergencies
2143,Kenya,71,50,40,low,educate children
2144,Nigeria,130,109,38,medium,save for emergencies
2145,Nigeria,46,31,28,high,save for emergencies
2146,South Africa,186,96,107,medium,start a small business
2147,Ghana,76,46,42,high,start a small business
2148,Nigeria,108,80,42,low,invest in farming
2149,Kenya,276,156,145,medium,invest in farming
2150,Ghana,55,51,29,low,buy land
2151,South Africa,183,136,74,medium,start a small business
2152,Uganda,210,107,104,low,buy land
2153,Nigeria,105,54,93,high,start a small business
2154,Nigeria,78,64,48,high,educate children
2155,South Africa,229,165,99,high,start a small business
2156,Ghana,147,79,113,low,educate children
2157,Kenya,218,162,56,high,start a small business
2158,South Africa,78,63,24,low,buy land
2159,Uganda,147,88,66,low,save for emergencies
2160,Nigeria,186,98,103,high,buy land
2161,Kenya,177,167,16,low,start a small business
2162,Nigeria,262,208,96,medium,buy land
2163,South Africa,183,168,21,medium,buy land
2164,Ghana,190,120,114,medium,invest in farming
2165,Nigeria,241,182,61,medium,start a small business
2166,South Africa,97,73,34,low,educate children
2167,Ghana,31,28,46,low,save for emergencies
2168,Ghana,78,50,53,high,start a small business
2169,Nigeria,73,68,17,high,save for emergencies
2170,South Africa,107,76,64,low,invest in farming
2171,South Africa,265,157,128,low,save for emergencies
2172,Ghana,95,88,15,low,educate children
2173,South Africa,116,72,56,high,invest in farming
2174,Nigeria,283,188,96,low,educate children
2175,Nigeria,113,75,83,medium,educate children
2176,Uganda,212,117,134,medium,buy land
2177,Ghana,129,77,67,medium,invest in farming
2178,Ghana,191,138,98,medium,buy land
2179,Nigeria,163,144,54,medium,buy land
2180,Ghana,47,34,42,medium,invest in farming
2181,South Africa,80,46,65,high,start a small business
2182,South Africa,77,56,26,low,save for emergencies
2183,South Africa,113,82,73,low,invest in farming
2184,Nigeria,164,140,28,low,buy land
2185,Ghana,40,34,8,medium,start a small business
2186,Nigeria,98,71,63,medium,save for emergencies
2187,Ghana,38,33,7,low,educate children
2188,Nigeria,122,66,72,low,save for emergencies
2189,Ghana,183,111,79,high,save for emergencies
2190,South Africa,178,99,116,low,educate children
2191,South Africa,135,90,79,high,educate children
2192,South Africa,148,87,74,medium,start a small business
2193,South Africa,295,184,154,low,invest in farming
2194,South Africa,148,107,81,low,buy land
2195,Nigeria,39,35,20,medium,buy land
2196,Ghana,252,126,137,low,start a small business
2197,Uganda,33,25,20,low,start a small business
2198,Nigeria,135,87,69,low,invest in farming
2199,Kenya,150,78,89,low,educate children
2200,Kenya,226,131,96,medium,save for emergencies
2201,Kenya,41,36,14,high,save for emergencies
2202,Ghana,291,269,32,high,buy land
2203,Kenya,169,156,14,medium,save for emergencies
2204,South Africa,37,28,44,high,educate children
2205,Ghana,39,34,12,high,educate children
2206,South Africa,282,154,175,medium,start a small business
2207,Ghana,271,219,73,low,save for emergencies
2208,South Africa,178,138,69,high,start a small business
2209,Uganda,196,117,102,high,buy land
2210,Ghana,164,90,74,low,save for emergencies
2211,Uganda,275,197,121,low,buy land
2212,Nigeria,115,100,24,low,invest in farming
2213,South Africa,174,137,86,medium,invest in farming
2214,Kenya,80,49,38,medium,buy land
2215,Kenya,277,207,90,medium,educate children
2216,Nigeria,86,66,52,low,buy land
2217,Nigeria,47,42,36,high,save for emergencies
2218,South Africa,103,96,48,low,save for emergencies
2219,Ghana,61,39,47,low,educate children
2220,Kenya,54,37,39,medium,invest in farming
2221,Kenya,255,183,111,medium,start a small business
2222,Kenya,93,52,80,low,invest in farming
2223,Uganda,242,122,137,low,educate children
2224,Kenya,204,134,106,medium,invest in farming
2225,Ghana,255,210,79,high,educate children
2226,Kenya,275,154,166,high,educate children
2227,South Africa,283,228,62,low,buy land
2228,South Africa,59,40,28,high,save for emergencies
2229,Kenya,206,113,94,low,start a small business
2230,South Africa,215,196,54,low,save for emergencies
2231,Uganda,190,141,61,high,invest in farming
